ORQUIDOPEXIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,TESTÍCULO,MASCULINO
ORQUIECTOMIA,,,,,HCO,HSO,REF,,,TESTÍCULO,SISTEMA GENITAL E REPRODUTOR
PUNÇÃO DA VAGINAL,,,,AMB,HCO,HSO,REF,,,TESTÍCULO,MASCULINO
REPARAÇÃO PLÁSTICA (TRAUMA),,,,,HCO,HSO,REF,,,TESTÍCULO,MASCULINO
TORÇÃO DE TESTÍCULO - CURA CIRÚRGICA,,,,,HCO,HSO,REF,,,TESTÍCULO,MASCULINO
TUMOR DE TESTÍCULO - RESSECÇÃO,,,,,HCO,HSO,REF,,,TESTÍCULO,MASCULINO
VARICOCELE - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,TESTÍCULO,MASCULINO
BIÓPSIA DE EPIDÍDIMO,,,,AMB,HCO,HSO,REF,,,EPIDÍDIMO,MASCULINO
DRENAGEM DE ABSCESSO,,,,AMB,HCO,HSO,REF,,,EPIDÍDIMO,MASCULINO
EPIDIDIMECTOMIA,,,,,HCO,HSO,REF,,,EPIDÍDIMO,MASCULINO
EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA),,,,,HCO,HSO,REF,,,EPIDÍDIMO,MASCULINO
EXÉRESE DE CISTO,,,,AMB,HCO,HSO,REF,,,EPIDÍDIMO,SISTEMA GENITAL E REPRODUTOR
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
ESPERMATOCELECTOMIA,,,,AMB,HCO,HSO,REF,,,CORDÃO ESPERMÁTICO,MASCULINO
EXPLORAÇÃO CIRÚRGICA DO DEFERENTE,,,,,HCO,HSO,REF,,,CORDÃO ESPERMÁTICO,SISTEMA GENITAL E REPRODUTOR
CIRURGIA DE ESTERILIZAÇÃO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,12,CORDÃO ESPERMÁTICO,MASCULINO
VASOVASOANASTOMOSE (EXCETO PARA REVERSÃO DE VASECTOMIA),,,,,HCO,HSO,REF,,,CORDÃO ESPERMÁTICO,SISTEMA GENITAL E REPRODUTOR
AMPUTAÇÃO PARCIAL OU TOTAL,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
BIÓPSIA PENIANA,,,,AMB,HCO,HSO,REF,,,PÊNIS,MASCULINO
DOENÇA DE PEYRONIE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
ELETROCOAGULAÇÃO DE LESÕES CUTÂNEAS,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
EMASCULAÇÃO PARA TRATAMENTO ONCOLÓGICO OU FASCEÍTE NECROTIZANTE,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR
EPISPADIA - RECONSTRUÇÃO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
EPISPADIA COM INCONTINÊNCIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
FRATURA DE PÊNIS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
HIPOSPADIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
IMPLANTE DE PRÓTESE SEMI-RÍGIDA (EXCLUI PRÓTESES INFLÁVEIS),,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
NEOFALOPLASTIA COM OU SEM RECONSTRUÇÃO URETRAL,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
PARAFIMOSE - REDUÇÃO MANUAL OU CIRÚRGICA,,,,AMB,HCO,HSO,REF,,,PÊNIS,MASCULINO
PÊNIS CURVO CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
PLÁSTICA - RETALHO CUTÂNEO À DISTÂNCIA,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
PLÁSTICA DE CORPO CAVERNOSO,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
PLÁSTICA DO FREIO BÁLANO-PREPUCIAL,,,,AMB,HCO,HSO,REF,,,PÊNIS,MASCULINO
POSTECTOMIA,,,,AMB,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR
PRIAPISMO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
RECONSTRUÇÃO DE PÊNIS COM ENXERTO - PLÁSTICA TOTAL,,,,,HCO,HSO,REF,,,PÊNIS,SISTEMA GENITAL E REPRODUTOR
REIMPLANTE DO PÊNIS,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
REVASCULARIZAÇÃO PENIANA,,,,,HCO,HSO,REF,,,PÊNIS,MASCULINO
ABSCESSO PERINEAL - DRENAGEM CIRÚRGICA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
BARTOLINECTOMIA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
BIÓPSIA DE VULVA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
"CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VULVA",,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
CLITORIDECTOMIA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
CLITOROPLASTIA,,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
EXCISÃO RADICAL LOCAL DA VULVA,,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
EXÉRESE DE GLÂNDULA DE SKENE,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
EXÉRESE DE LESÃO DA VULVA E/OU DO PERÍNEO,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
HIPERTROFIA DOS PEQUENOS LÁBIOS - CORREÇÃO CIRÚRGICA,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
INCISÃO E DRENAGEM DA GLÂNDULA DE BARTHOLIN OU SKENE,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
MARSUPIALIZAÇÃO DA GLÂNDULA DE BARTHOLIN,,,,AMB,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
VULVECTOMIA,,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
BIÓPSIA DE VAGINA,,,,AMB,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
"CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VAGINA",,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
COLPECTOMIA,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
COLPOCLEISE (LEFORT),,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
COLPOPLASTIA,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
COLPORRAFIA OU COLPOPERINEOPLASTIA (INCLUINDO RESSECÇÃO DE SEPTO OU RESSUTURA DE PAREDE,,,,,,,,,,,
VAGINAL),,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
COLPOTOMIA OU CULDOCENTESE,,,,AMB,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
EXÉRESE DE CISTO VAGINAL,,,,AMB,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
EXTRAÇÃO DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
FÍSTULA GINECOLÓGICA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
HIMENOTOMIA,,,,AMB,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
"NEOVAGINA (CÓLON, DELGADO, TUBO DE PELE)",,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO
BIÓPSIA DO COLO UTERINO,,,,AMB,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
BIÓPSIA DO ENDOMÉTRIO,,,,AMB,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
"CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DE COLO",,,,,,,,,,,
UTERINO,,,,AMB,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
CURETAGEM GINECOLÓGICA SEMIÓTICA E/OU TERAPÊUTICA COM OU SEM DILATAÇÃO DE COLO UTERINO,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
DILATAÇÃO DO COLO UTERINO,,,,AMB,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
EXCISÃO DE PÓLIPO CERVICAL,,,,AMB,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA SUBTOTAL (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
HISTERECTOMIA SUBTOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA SUBTOTAL LAPAROSCÓPICA COM OU SEM ANEXECTOMIA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA TOTAL (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA TOTAL LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA TOTAL AMPLIADA (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA TOTAL LAPAROSCÓPICA AMPLIADA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA TOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
HISTERECTOMIA TOTAL LAPAROSCÓPICA COM ANEXECTOMIA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
"HISTEROSCOPIA CIRÚRGICA COM BIÓPSIA E/OU CURETAGEM UTERINA, LISE DE SINÉQUIAS, RETIRADA DE",,,,AMB,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
CORPO ESTRANHO,,,,,,,,,,,
"HISTEROSCOPIA COM RESSECTOSCÓPIO PARA MIOMECTOMIA, POLIPECTOMIA, METROPLASTIA,",,,,,,,,,,,
ENDOMETRECTOMIA E RESSECÇÃO DE SINÉQUIAS,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
IMPLANTE DE DISPOSITIVO/SISTEMA INTRAUTERINO (DIU/SIU) HORMONAL - INCLUI O DISPOSITIVO,542/2022,01/09/2022,,AMB,,,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
IMPLANTE DE DISPOSITIVO INTRA-UTERINO (DIU) NÃO HORMONAL - INCLUI O DISPOSITIVO,,,,AMB,,,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
METROPLASTIA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
MIOMECTOMIA UTERINA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
MIOMECTOMIA UTERINA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
"TRAQUELECTOMIA - AMPUTAÇÃO, CONIZAÇÃO - (COM OU SEM CIRURGIA DE ALTA FREQUÊNCIA / CAF)",,,,,HCO,HSO,REF,,,ÚTERO,SISTEMA GENITAL E REPRODUTOR FEMININO
CIRURGIA DE ESTERILIZAÇÃO FEMININA (LAQUEADURA TUBÁRIA / LAQUEADURA TUBÁRIA LAPAROSCÓPICA) -,,,,,,,,,,,
COM DIRETRIZ DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,11,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO
SALPINGECTOMIA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO
NEOSSALPINGOSTOMIA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
NEOSSALPINGOSTOMIA LAPAROSCÓPICA - EXCETO PARA REVERSÃO DE LAQUEADURA TUBÁRIA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO
SALPINGECTOMIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO
OOFORECTOMIA OU OOFOROPLASTIA,,,,,HCO,HSO,REF,,,OVÁRIOS,SISTEMA GENITAL E REPRODUTOR FEMININO
OOFOROPLASTIA OU OOFORECTOMIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,OVÁRIOS,SISTEMA GENITAL E REPRODUTOR FEMININO
TRANSLOCAÇÃO DE OVÁRIOS,,,,,HCO,HSO,REF,,,OVÁRIOS,SISTEMA GENITAL E REPRODUTOR FEMININO
CORREÇÃO DE DEFEITO LATERAL,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
CORREÇÃO DE ENTEROCELE,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
PERINEORRAFIA E/OU EPISIOTOMIA E/OU EPISIORRAFIA,,,,AMB,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
RECONSTRUÇÃO PERINEAL COM RETALHOS MIOCUTÂNEOS,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
RESSECÇÃO DE TUMOR DO SEPTO RETO-VAGINAL,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
RETOCISTOCELE E ROTURA PERINEAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
SEIO UROGENITAL - PLÁSTICA,,,,,HCO,HSO,REF,,,PERÍNEO,SISTEMA GENITAL E REPRODUTOR FEMININO
CIRURGIA DO PROLAPSO DE CÚPULA VAGINAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
CIRURGIA LAPAROSCÓPICA DO PROLAPSO DE CÚPULA VAGINAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
CULDOPLASTIA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
ENDOMETRIOSE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
ENDOMETRIOSE - TRATAMENTO CIRÚRGICO VIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
LAPAROSCOPIA GINECOLÓGICA COM OU SEM BIÓPSIA - INCLUI CROMOTUBAGEM,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
LIBERAÇÃO DE ADERÊNCIAS PÉLVICAS COM OU SEM RESSECÇÃO DE CISTOS PERITONIAIS OU SALPINGÓLISE,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"LIBERAÇÃO LAPAROSCÓPICA DE ADERÊNCIAS PÉLVICAS, COM OU SEM RESSECÇÃO DE CISTOS",,,,,,,,,,,
PERITONEAIS OU SALPINGOLISE,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
LIGADURA DE VEIA OVARIANA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
LIGAMENTOPEXIA PÉLVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
LIGAMENTOPEXIA PÉLVICA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
NEURECTOMIA PRÉ-SACRAL OU DO NERVO GÊNITO-FEMORAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
RESSECÇÃO DE TUMOR DE PAREDE ABDOMINAL PÉLVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
RESSECÇÃO OU LIGADURA DE VARIZES PÉLVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
RESSECÇÃO OU LIGADURA LAPAROSCÓPICA DE VARIZES PÉLVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
SECÇÃO DE LIGAMENTOS ÚTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
SECÇÃO LAPAROSCÓPICA DE LIGAMENTOS ÚTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING),,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING) VIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO
AMNIORREDUÇÃO OU AMNIOINFUSÃO,,,,,HCO,,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
ASPIRAÇÃO MANUAL INTRA-UTERINA (AMIU) PÓS-ABORTAMENTO,,,,,HCO,HSO,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
ASSISTÊNCIA AO TRABALHO DE PARTO,,,,,HCO,,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
CERCLAGEM DO COLO UTERINO,,,,,HCO,,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
CURETAGEM PÓS-ABORTAMENTO,,,,,HCO,HSO,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
EMBRIOTOMIA,,,,,HCO,HSO,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
GRAVIDEZ ECTÓPICA - CIRURGIA,,,,,HCO,HSO,REF,,,PARTOS E OUTROS PROCEDIMENTOS,SISTEMA GENITAL E REPRODUTOR FEMININO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
GRAVIDEZ ECTÓPICA - CIRURGIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
MATURAÇÃO CERVICAL PARA INDUÇÃO DE ABORTAMENTO OU TRABALHO DE PARTO,,,,,HCO,HSO,REF,,,PARTOS E OUTROS PROCEDIMENTOS,SISTEMA GENITAL E REPRODUTOR FEMININO
INVERSÃO UTERINA - REDUÇÃO MANUAL OU TRATAMENTO CIRURGICO,,,,,HCO,,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
PARTO POR VIA VAGINAL,,,,,HCO,,REF,,,PARTOS E OUTROS PROCEDIMENTOS,SISTEMA GENITAL E REPRODUTOR FEMININO
PARTO CESARIANO (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,,REF,,145,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
"REVISÃO OBSTÉTRICA DE PARTO OCORRIDO FORA DO HOSPITAL (INCLUI EXAME, DEQUITAÇÃO E SUTURA DE",,,,,,,,,,PARTOS E OUTROS PROCEDIMENTOS,
LACERAÇÕES ATÉ DE 2º GRAU),,,,,HCO,,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
VERSÃO CEFÁLICA EXTERNA,,,,,HCO,,REF,,,OBSTÉTRICOS,SISTEMA GENITAL E REPRODUTOR FEMININO
BIÓPSIA ESTEREOTÁXICA DE ENCÉFALO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
CIRURGIA INTRACRANIANA POR VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
CRANIOTOMIA PARA REMOÇÃO DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
DERIVAÇÃO VENTRICULAR EXTERNA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
"DRENAGEM ESTEREOTÁXICA - CISTOS, HEMATOMAS OU ABSCESSOS",,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
HIPOFISECTOMIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
IMPLANTE DE CATETER INTRACRANIANO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÇÃO CEREBRAL PROFUNDA (COM DIRETRIZ DE,,,,,,,,,,,
UTILIZAÇÃO),,,,,HCO,HSO,REF,,38,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
IMPLANTE ESTEREOTÁXICO DE CATETER PARA BRAQUITERAPIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
IMPLANTE INTRACEREBROVENTRICULAR DE BOMBA DE INFUSÃO DE FARMACOS,538/2022,22/10/2022,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
IMPLANTE INTRA-TECAL DE BOMBAS PARA INFUSÃO DE FÁRMACOS (INCLUI MEDICAMENTO) - COM DIRETRIZ,,,,,,,,,,,
DE UTILIZAÇÃO,,,,,HCO,HSO,REF,,45,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
LOCALIZAÇÃO ESTEREOTÁXICA DE CORPO ESTRANHO INTRACRANIANO COM REMOÇÃO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
LOCALIZAÇÃO ESTEREOTÁXICA DE LESÕES INTRACRANIANAS COM REMOÇÃO,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
MICROCIRURGIA PARA TUMORES INTRACRANIANOS,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
MICROCIRURGIA VASCULAR INTRACRANIANA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
PUNÇÃO SUBDURAL OU VENTRICULAR TRANSFONTANELA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
RESSECÇÃO DE MUCOCELE FRONTAL,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
"SISTEMA DE DERIVAÇÃO VENTRICULAR INTERNA COM VÁLVULAS (INSTALAÇÃO, RETIRADA OU REVISÕES)",,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
TERCEIRO VENTRICULOSTOMIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
TRATAMENTO CIRÚRGICO DA EPILEPSIA (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,,72,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
TRATAMENTO CIRÚRGICO DA FÍSTULA LIQUÓRICA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
TRATAMENTO CIRÚRGICO DA MENINGOENCEFALOCELE,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
TRATAMENTO CIRÚRGICO DE TUMORES CEREBRAIS COM OU SEM MICROSCOPIA,,,,,HCO,HSO,REF,,,ENCÉFALO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO
